"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","02.04.2025","11:15:00","02.04.2025","12:50:00","Ложь","Истина","02.04.2025","11:10:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","09.04.2025","11:15:00","09.04.2025","12:50:00","Ложь","Истина","09.04.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Пз DL ВПВПС-24-1","16.04.2025","11:15:00","16.04.2025","12:50:00","Ложь","Истина","16.04.2025","11:10:00","2","Обычная","Інф Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","30.04.2025","11:15:00","30.04.2025","12:50:00","Ложь","Истина","30.04.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","07.05.2025","11:15:00","07.05.2025","12:50:00","Ложь","Истина","07.05.2025","11:10:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","21.05.2025","11:15:00","21.05.2025","12:50:00","Ложь","Истина","21.05.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Пз DL ВПВПС-24-1","28.05.2025","11:15:00","28.05.2025","12:50:00","Ложь","Истина","28.05.2025","11:10:00","2","Обычная","Інф Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","26.02.2025","11:15:00","26.02.2025","12:50:00","Ложь","Истина","26.02.2025","11:10:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","05.03.2025","11:15:00","05.03.2025","12:50:00","Ложь","Истина","05.03.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","19.03.2025","11:15:00","19.03.2025","12:50:00","Ложь","Истина","19.03.2025","11:10:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","26.03.2025","11:15:00","26.03.2025","12:50:00","Ложь","Истина","26.03.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІКГ Пз DL ВПВПС-24-2","02.04.2025","11:15:00","02.04.2025","12:50:00","Ложь","Истина","02.04.2025","11:10:00","2","Обычная","ІКГ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","09.04.2025","11:15:00","09.04.2025","12:50:00","Ложь","Истина","09.04.2025","11:10:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","16.04.2025","11:15:00","16.04.2025","12:50:00","Ложь","Истина","16.04.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Фіз Лб DL ВПВПС-24-2","23.04.2025","11:15:00","23.04.2025","12:50:00","Ложь","Истина","23.04.2025","11:10:00","2","Обычная","Фіз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","30.04.2025","11:15:00","30.04.2025","12:50:00","Ложь","Истина","30.04.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","07.05.2025","11:15:00","07.05.2025","12:50:00","Ложь","Истина","07.05.2025","11:10:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОГД Лб DL ВПВПС-24-2","21.05.2025","11:15:00","21.05.2025","12:50:00","Ложь","Истина","21.05.2025","11:10:00","2","Обычная","ОГД Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","28.05.2025","11:15:00","28.05.2025","12:50:00","Ложь","Истина","28.05.2025","11:10:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","04.06.2025","11:15:00","04.06.2025","12:50:00","Ложь","Истина","04.06.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","12.02.2025","11:15:00","12.02.2025","12:50:00","Ложь","Истина","12.02.2025","11:10:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Лк DL ІТУ-24-1","19.02.2025","11:15:00","19.02.2025","12:50:00","Ложь","Истина","19.02.2025","11:10:00","2","Обычная","ОП Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","26.02.2025","11:15:00","26.02.2025","12:50:00","Ложь","Истина","26.02.2025","11:10:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","05.03.2025","11:15:00","05.03.2025","12:50:00","Ложь","Истина","05.03.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Лк DL ІТУ-24-1","12.03.2025","11:15:00","12.03.2025","12:50:00","Ложь","Истина","12.03.2025","11:10:00","2","Обычная","ОП Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","19.03.2025","11:15:00","19.03.2025","12:50:00","Ложь","Истина","19.03.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","26.03.2025","11:15:00","26.03.2025","12:50:00","Ложь","Истина","26.03.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Лк DL ІТУ-24-1","02.04.2025","11:15:00","02.04.2025","12:50:00","Ложь","Истина","02.04.2025","11:10:00","2","Обычная","ОП Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","09.04.2025","11:15:00","09.04.2025","12:50:00","Ложь","Истина","09.04.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","16.04.2025","11:15:00","16.04.2025","12:50:00","Ложь","Истина","16.04.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Лк DL ІТУ-24-1","23.04.2025","11:15:00","23.04.2025","12:50:00","Ложь","Истина","23.04.2025","11:10:00","2","Обычная","ОП Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","30.04.2025","11:15:00","30.04.2025","12:50:00","Ложь","Истина","30.04.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","07.05.2025","11:15:00","07.05.2025","12:50:00","Ложь","Истина","07.05.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","14.05.2025","11:15:00","14.05.2025","12:50:00","Ложь","Истина","14.05.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","21.05.2025","11:15:00","21.05.2025","12:50:00","Ложь","Истина","21.05.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","28.05.2025","11:15:00","28.05.2025","12:50:00","Ложь","Истина","28.05.2025","11:10:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Пз DL ІТУ-24-1","04.06.2025","11:15:00","04.06.2025","12:50:00","Ложь","Истина","04.06.2025","11:10:00","2","Обычная","ТКРПЗ Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","19.02.2025","13:10:00","19.02.2025","14:45:00","Ложь","Истина","19.02.2025","13:05:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","26.02.2025","13:10:00","26.02.2025","14:45:00","Ложь","Истина","26.02.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","05.03.2025","13:10:00","05.03.2025","14:45:00","Ложь","Истина","05.03.2025","13:05:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","12.03.2025","13:10:00","12.03.2025","14:45:00","Ложь","Истина","12.03.2025","13:05:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб DL ВПВПС-24-1","19.03.2025","13:10:00","19.03.2025","14:45:00","Ложь","Истина","19.03.2025","13:05:00","2","Обычная","Інф Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","02.04.2025","13:10:00","02.04.2025","14:45:00","Ложь","Истина","02.04.2025","13:05:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","09.04.2025","13:10:00","09.04.2025","14:45:00","Ложь","Истина","09.04.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Пз DL ВПВПС-24-1","16.04.2025","13:10:00","16.04.2025","14:45:00","Ложь","Истина","16.04.2025","13:05:00","2","Обычная","Інф Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","30.04.2025","13:10:00","30.04.2025","14:45:00","Ложь","Истина","30.04.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","07.05.2025","13:10:00","07.05.2025","14:45:00","Ложь","Истина","07.05.2025","13:05:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","21.05.2025","13:10:00","21.05.2025","14:45:00","Ложь","Истина","21.05.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Пз DL ВПВПС-24-1","28.05.2025","13:10:00","28.05.2025","14:45:00","Ложь","Истина","28.05.2025","13:05:00","2","Обычная","Інф Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","12.02.2025","13:10:00","12.02.2025","14:45:00","Ложь","Истина","12.02.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","19.02.2025","13:10:00","19.02.2025","14:45:00","Ложь","Истина","19.02.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","26.02.2025","13:10:00","26.02.2025","14:45:00","Ложь","Истина","26.02.2025","13:05:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Фіз Лб DL ВПВПС-24-2","05.03.2025","13:10:00","05.03.2025","14:45:00","Ложь","Истина","05.03.2025","13:05:00","2","Обычная","Фіз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","12.03.2025","13:10:00","12.03.2025","14:45:00","Ложь","Истина","12.03.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","19.03.2025","13:10:00","19.03.2025","14:45:00","Ложь","Истина","19.03.2025","13:05:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","02.04.2025","13:10:00","02.04.2025","14:45:00","Ложь","Истина","02.04.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","09.04.2025","13:10:00","09.04.2025","14:45:00","Ложь","Истина","09.04.2025","13:05:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","23.04.2025","13:10:00","23.04.2025","14:45:00","Ложь","Истина","23.04.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","07.05.2025","13:10:00","07.05.2025","14:45:00","Ложь","Истина","07.05.2025","13:05:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОГД Лб DL ВПВПС-24-2","21.05.2025","13:10:00","21.05.2025","14:45:00","Ложь","Истина","21.05.2025","13:05:00","2","Обычная","ОГД Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лб DL ВПВПС-24-2","28.05.2025","13:10:00","28.05.2025","14:45:00","Ложь","Истина","28.05.2025","13:05:00","2","Обычная","ОМз Лб DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - Фіз Пз DL ІТУ-24-1","05.03.2025","13:10:00","05.03.2025","14:45:00","Ложь","Истина","05.03.2025","13:05:00","2","Обычная","Фіз Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лб DL ІТУ-24-1","12.03.2025","13:10:00","12.03.2025","14:45:00","Ложь","Истина","12.03.2025","13:05:00","2","Обычная","Фіз Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лб DL ІТУ-24-1","02.04.2025","13:10:00","02.04.2025","14:45:00","Ложь","Истина","02.04.2025","13:05:00","2","Обычная","Фіз Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Пз DL ІТУ-24-1","09.04.2025","13:10:00","09.04.2025","14:45:00","Ложь","Истина","09.04.2025","13:05:00","2","Обычная","ТКРПЗ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лб DL ІТУ-24-1","23.04.2025","13:10:00","23.04.2025","14:45:00","Ложь","Истина","23.04.2025","13:05:00","2","Обычная","Фіз Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Пз DL ІТУ-24-1","30.04.2025","13:10:00","30.04.2025","14:45:00","Ложь","Истина","30.04.2025","13:05:00","2","Обычная","ТКРПЗ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лб DL ІТУ-24-1","14.05.2025","13:10:00","14.05.2025","14:45:00","Ложь","Истина","14.05.2025","13:05:00","2","Обычная","Фіз Лб DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","19.02.2025","14:55:00","19.02.2025","16:30:00","Ложь","Истина","19.02.2025","14:50:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Пз У1 ВПВПС-24-1","26.02.2025","14:55:00","26.02.2025","16:30:00","Ложь","Истина","26.02.2025","14:50:00","2","Обычная","Фіз Пз У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","05.03.2025","14:55:00","05.03.2025","16:30:00","Ложь","Истина","05.03.2025","14:50:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","12.03.2025","14:55:00","12.03.2025","16:30:00","Ложь","Истина","12.03.2025","14:50:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","02.04.2025","14:55:00","02.04.2025","16:30:00","Ложь","Истина","02.04.2025","14:50:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","07.05.2025","14:55:00","07.05.2025","16:30:00","Ложь","Истина","07.05.2025","14:50:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","12.02.2025","14:55:00","12.02.2025","16:30:00","Ложь","Истина","12.02.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","19.02.2025","14:55:00","19.02.2025","16:30:00","Ложь","Истина","19.02.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","26.02.2025","14:55:00","26.02.2025","16:30:00","Ложь","Истина","26.02.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","05.03.2025","14:55:00","05.03.2025","16:30:00","Ложь","Истина","05.03.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","12.03.2025","14:55:00","12.03.2025","16:30:00","Ложь","Истина","12.03.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","19.03.2025","14:55:00","19.03.2025","16:30:00","Ложь","Истина","19.03.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","26.03.2025","14:55:00","26.03.2025","16:30:00","Ложь","Истина","26.03.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","02.04.2025","14:55:00","02.04.2025","16:30:00","Ложь","Истина","02.04.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","09.04.2025","14:55:00","09.04.2025","16:30:00","Ложь","Истина","09.04.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","23.04.2025","14:55:00","23.04.2025","16:30:00","Ложь","Истина","23.04.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","07.05.2025","14:55:00","07.05.2025","16:30:00","Ложь","Истина","07.05.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","21.05.2025","14:55:00","21.05.2025","16:30:00","Ложь","Истина","21.05.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Пз У1 ВПВПС-24-2","28.05.2025","14:55:00","28.05.2025","16:30:00","Ложь","Истина","28.05.2025","14:50:00","2","Обычная","Інф Пз У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","19.02.2025","16:40:00","19.02.2025","18:15:00","Ложь","Истина","19.02.2025","16:35:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","05.03.2025","16:40:00","05.03.2025","18:15:00","Ложь","Истина","05.03.2025","16:35:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","12.03.2025","16:40:00","12.03.2025","18:15:00","Ложь","Истина","12.03.2025","16:35:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","02.04.2025","16:40:00","02.04.2025","18:15:00","Ложь","Истина","02.04.2025","16:35:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лб DL ВПВПС-24-1","07.05.2025","16:40:00","07.05.2025","18:15:00","Ложь","Истина","07.05.2025","16:35:00","2","Обычная","ОМз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","12.02.2025","16:40:00","12.02.2025","18:15:00","Ложь","Истина","12.02.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","19.02.2025","16:40:00","19.02.2025","18:15:00","Ложь","Истина","19.02.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","26.02.2025","16:40:00","26.02.2025","18:15:00","Ложь","Истина","26.02.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","05.03.2025","16:40:00","05.03.2025","18:15:00","Ложь","Истина","05.03.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","12.03.2025","16:40:00","12.03.2025","18:15:00","Ложь","Истина","12.03.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","19.03.2025","16:40:00","19.03.2025","18:15:00","Ложь","Истина","19.03.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","26.03.2025","16:40:00","26.03.2025","18:15:00","Ложь","Истина","26.03.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","09.04.2025","16:40:00","09.04.2025","18:15:00","Ложь","Истина","09.04.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","23.04.2025","16:40:00","23.04.2025","18:15:00","Ложь","Истина","23.04.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","07.05.2025","16:40:00","07.05.2025","18:15:00","Ложь","Истина","07.05.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","21.05.2025","16:40:00","21.05.2025","18:15:00","Ложь","Истина","21.05.2025","16:35:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Пз У1 ВПВПС-24-2","28.05.2025","16:40:00","28.05.2025","18:15:00","Ложь","Истина","28.05.2025","16:35:00","2","Обычная","Інф Пз У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","13.02.2025","07:45:00","13.02.2025","09:20:00","Ложь","Истина","13.02.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","20.02.2025","07:45:00","20.02.2025","09:20:00","Ложь","Истина","20.02.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","20.03.2025","07:45:00","20.03.2025","09:20:00","Ложь","Истина","20.03.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","17.04.2025","07:45:00","17.04.2025","09:20:00","Ложь","Истина","17.04.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","01.05.2025","07:45:00","01.05.2025","09:20:00","Ложь","Истина","01.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","08.05.2025","07:45:00","08.05.2025","09:20:00","Ложь","Истина","08.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","13.02.2025","07:45:00","13.02.2025","09:20:00","Ложь","Истина","13.02.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","20.02.2025","07:45:00","20.02.2025","09:20:00","Ложь","Истина","20.02.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","20.03.2025","07:45:00","20.03.2025","09:20:00","Ложь","Истина","20.03.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","17.04.2025","07:45:00","17.04.2025","09:20:00","Ложь","Истина","17.04.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","01.05.2025","07:45:00","01.05.2025","09:20:00","Ложь","Истина","01.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","08.05.2025","07:45:00","08.05.2025","09:20:00","Ложь","Истина","08.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","13.02.2025","09:30:00","13.02.2025","11:05:00","Ложь","Истина","13.02.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","20.02.2025","09:30:00","20.02.2025","11:05:00","Ложь","Истина","20.02.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","20.03.2025","09:30:00","20.03.2025","11:05:00","Ложь","Истина","20.03.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
